case_id,clust_num,clust,district,reside,hhsize,TA,month,year,dist_road,dist_admarc,dist_agmrkt,popdensity,fsrad3_agpct,elevation,srtm_mwi_5_15,nutri_avail,nutri_retention,LAT_DD_MOD,LON_DD_MOD,RCSI,HDDS,FCS,Refrigerator,Radio,Television,Bicycle,Motorcycle,Car,cells_own,cell_cost,hh_age,hh_gender,LT_15,GT_64,floor_cement,floor_dirt_sand_dung,floor_tile,roof_natural,roof_iron,roof_other,region,cell_phone,fnid,yearmo,flood_maxprecip,L12day1rain,L12maxdays,L12rain_cytot,ipczone_thinn,ipczone_lag_thinn,ipczone_price,ipczone_lag_price,ipc2,ipc_lag1,ipc_lag12,near_mkt,near_dist,mkt_thinness,Lmkt_thinn,price,lnprice_impu,Lprice,Llnprice_impu,case_id_num,percent_ag,asset_index2,logFCS,roof,nutri_reten1,nutri_reten2,nutri_reten3,nutri_reten4,nutri_reten5,nutri_avail1,nutri_avail2,nutri_avail3,nutri_avail4,nutri_avail5,nutri_reten_constrained,nutri_avail_constrained,ipczone,ipczone_floodmax,ipczone_floor,ipczone_roof,ipczone_cell,ipczone_hhsize,ipczone_hh_age,ipczone_hh_gender,ipczone_asset,ipczone_dist_road,ipczone_dist_admarc,ipczone_percent_ag,ipczone_nutri_reten_constrained,ipczone_nutri_avail_constrained,ipczone_elevation,ipczone_cells_own,TA_floodmax,TA_floor,TA_roof,TA_cell,TA_hhsize,TA_hh_age,TA_hh_gender,TA_asset,TA_dist_road,TA_dist_admarc,TA_percent_ag,TA_nutri_reten_constrained,TA_nutri_avail_constrained,TA_elevation,TA_cells_own,clust_floodmax,clust_floor,clust_roof,clust_cell,clust_hhsize,clust_hh_age,clust_hh_gender,clust_asset,clust_dist_road,clust_dist_admarc,clust_percent_ag,clust_nutri_reten_constrained,clust_nutri_avail_constrained,clust_elevation,clust_cells_own,TA_lag_price,TA_lag_thinn,TA_price,TA_thinn,clust_lag_price,clust_lag_thinn,clust_price,clust_thinn,ipczone_L12raincytot,ipczone_L12day1rain,ipczone_L12maxdays,clust_L12raincytot,clust_L12day1rain,clust_L12maxdays,TA_L12raincytot,TA_L12day1rain,TA_L12maxdays,clust_logFCS,clust_RCSI,clust_HDDS,ipc_lag1_dummy1,ipc_lag1_dummy2,ipc_lag1_dummy3
3081-002,31532674,31532674,Blantyre City,urban,4,32,JUNE,2013,4,1,10,3000-5000,31,1010,Low Plateaus,No or Slight Constraint,No or Slight Constraint,-15.7308,35.0713,0,5,36,0,0,0,0,0,0,0,,38,1,2,0,0,1,0,1,0,0,3,0,MW2012C3030519,201306,0,31,11,902.7489,.77537853,.011771997,4.5936046,4.4753222,1,1,1,LUCHENZA,29.102386,0,0,110,4.7004805,110,4.7004805,3081-002,0,-.30081591,3.583519,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030519,0,.22360249,.8509317,.77639753,4.7267079,41.080746,1.242236,.48707357,3.8757763,4.7701864,.029813666,.049689442,.049689442,984.40991,1.689441,0,.28846154,.82692307,.76923078,4.6923075,41.96154,1.1346154,.39616287,1.9038461,4.9615383,.030769231,.21153846,.21153846,1085.7693,1.8269231,0,.30434781,.9130435,.65217394,3.6956522,42.217392,1.2173913,.014340323,3.7826087,3,.043478262,0,0,959.56525,1.0869565,4.6373181,.29615384,4.6468358,.10769231,4.6806645,.27826086,4.7271566,.23229814,902.7489,31,11,838.56927,68,31,1023.9006,57.46154,23.711538,3.9400933,1.9130435,5.9130435,1,0,0
3046-001,31533095,31533095,Blantyre City,urban,6,33,JUNE,2013,0,3,10,2000-3000,0,1180,Mid-altitude Mountains,No or Slight Constraint,No or Slight Constraint,-15.7926,35.0838,0,7,96,0,1,0,0,0,0,2,2800,35,1,4,0,1,0,0,0,1,0,3,1,MW2012C3030519,201306,0,31,11,902.7489,.77537853,.011771997,4.5936046,4.4753222,1,1,1,CHIRADZULU,3.5130944,.60000002,.75,88,4.4773369,80.449997,4.3876357,3046-001,0,-.3008166,4.5643482,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030519,0,.22360249,.8509317,.77639753,4.7267079,41.080746,1.242236,.48707357,3.8757763,4.7701864,.029813666,.049689442,.049689442,984.40991,1.689441,0,.074074075,1,.8888889,5.814815,41.814816,1.1111112,1.0415139,1.2592592,11.222222,0,.48148149,.48148149,1214.8148,2.4444444,0,.2631579,.84210527,.7368421,5.3684211,40.842106,1.1578947,-.1100634,5.3157897,3.7894738,0,.052631579,.052631579,1088.9474,1.3684211,4.5210595,.39021164,4.5338693,.69179899,4.4913826,.70526314,4.570682,.70977443,902.7489,31,11,849.98419,49,31,961.19897,49.629631,30.333334,4.0186462,5.0526314,5.6842103,1,0,0
3105-002,31536751,31536751,Blantyre City,urban,5,,JUNE,2013,3,4,5,3000-5000,0,1110,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-15.7545,35.0446,0,7,80,1,0,1,1,0,0,1,500,26,2,4,0,1,0,0,0,1,0,3,1,MW2012C3030519,201306,0,31,11,902.7489,.77537853,.011771997,4.5936046,4.4753222,1,1,1,LIMBE,6.1178188,.80000001,0,100.08,4.6059699,87.324997,4.4696369,3105-002,0,3.3234713,4.3820267,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030519,0,.22360249,.8509317,.77639753,4.7267079,41.080746,1.242236,.48707357,3.8757763,4.7701864,.029813666,.049689442,.049689442,984.40991,1.689441,1.7699356,.36625513,.72839504,.79423869,4.4650207,35.901234,1.2263374,.44492286,4.3909464,6.6460905,.030452676,.16872428,.19341564,1014.0741,1.6255144,3.2212195,.10526316,.94736844,.84210527,5,42.36842,1.2105263,.27144262,4.2631578,6.2105265,0,0,0,1013.6842,1.3157895,4.6616545,.61572605,4.707499,.66291398,4.577507,.46616542,4.7450914,.67368424,902.7489,31,11,828.63867,49,31,925.57098,49.358025,22.209877,4.0405884,1.1578947,6.2105265,1,0,0
3148-001,31546760,31546760,Blantyre City,urban,7,46,JUNE,2013,0,1,11,3000-5000,0,1130,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-15.8234,35.0885,3,7,89,0,1,0,0,0,0,2,4000,60,1,2,0,1,0,0,0,1,0,3,1,MW2012C3030514,201306,0,53,31,823.06921,.72779256,.080932215,4.5559683,4.4601226,1,1,1,LIMBE,3.7198215,.80000001,0,80.970001,4.3940787,80.639999,4.3899946,3148-001,0,-.3008166,4.4886365,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030514,0,.32323232,.81818181,.69696969,4.8989897,41.090908,1.1818181,.87067115,3.2424242,5.3535352,.032323234,.030303031,.04040404,955.85858,1.5454545,0,.51111114,.66666669,.80000001,4.7111111,41.488888,1.0888889,-.059196781,1.0222223,10.288889,0,.68888891,.68888891,1228.8889,1.2,0,.2857143,.9285714,.78571427,3.6428571,43.285713,1.0714285,.47581774,1.0714285,2.2142856,0,0,0,1097.8572,1.5714285,4.6127005,.41380954,4.4829497,.3473016,4.448175,.18571429,4.4613886,.79387754,823.06921,53,31,859.367,49,30,962.11707,40.200001,27.777779,4.1376033,5.1428571,6.5714288,1,0,0
3205-001,31550254,31550254,Blantyre City,urban,2,50,JUNE,2013,1,1,7,3000-5000,0,1170,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-15.8086,35.0572,0,7,89,1,0,1,0,0,0,2,4500,30,1,0,0,1,0,0,0,0,1,3,1,MW2012C3020619,201306,0,33,13,906.65155,0,0,4.7002296,4.7003055,1,1,1,LILONGWE,9.9245358,0,0,114.55,4.7410116,79.449997,4.3751278,3205-001,0,3.323472,4.4886365,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020619,0,.26838234,.80882353,.81985295,5.0955882,40.694855,1.2205882,.56528324,3.1727941,5.5036764,.027941177,.044117648,.047794119,1046.6912,2.0110295,0,0,1,.9285714,4.1428571,43.642857,1.5,2.8057165,1,1.5,0,0,0,1165.7142,2.8571429,0,0,1,.95238096,4.1904764,43.190475,1.4285715,2.6331317,1,2.2857144,.028571431,0,0,1133.8096,3.1904762,4.3751278,0,4.7410116,0,4.4576483,.22857143,4.7473116,.23129252,906.65155,33,13,838.10834,49,30,838.10834,49,30,4.3435025,3.4761906,6.6666665,1,0,0
0002-001,10101562,10101562,Chitipa,rural,5,1,JULY,2013,4,4,11,50-100,26,1220,High-altitude Plains,Moderate Constraint,Moderate Constraint,-9.667920000000001,33.3937,12,3,22.5,0,0,0,0,0,0,0,,29,1,3,0,0,1,0,1,0,0,1,0,MW2012C3020403,201307,0,51,12,906.40332,.76594901,.55773365,4.6731157,4.4808741,1,1,,MISUKU,10.655358,.5714286,.2,105.5,4.658711,77.510002,4.3504071,0002-001,0,-.30081591,3.1135154,0,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3020403,0,.79844964,.24031007,.484375,4.8372092,43.038761,1.1860465,-.16033979,3.1627908,7.8139534,.071317829,.19379845,.20155039,1095.0388,.6640625,2.7327812,.76383764,.37453875,.42250922,5.119926,44.123844,1.2717191,-.1871393,9.6162357,9.5313654,.059040591,.2804428,.32472324,834.92621,.62546128,0,.54545456,.5,.5,4.8636365,40.81818,1.2272727,.028664637,4.0454545,4.5454545,0,.63636363,.90909094,1223.1818,.63636363,4.5680475,.36564311,4.5824924,.39028731,4.3941832,.24675325,4.6797185,.56493509,906.40332,51,12,1342.3346,32,30,918.86896,53.638378,24.123617,3.8839867,5.3636365,5.7272725,1,0,0
0103-003,10104150,10104150,Chitipa,rural,4,4,JULY,2013,11,8,43,50-100,55,1290,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-10.259059,33.701109,7,3,42,0,0,0,0,0,0,0,,23,1,2,0,0,1,0,1,0,0,1,0,MW2012C3010102,201307,0,53,30,1249.4037,.57103962,.2,4.3127422,4.0551591,1,1,,LIMBE,3.9382286,.85714287,.80000001,104.64,4.650526,113.08,4.7280955,0103-003,0,-.30081591,3.7376697,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3010102,0,.79347825,.27173913,.35869566,5.75,45.010868,1.1847826,-.18263285,4.673913,7.271739,.069565222,.5,.65217394,1327.174,.61956519,.12358174,.78525639,.30769232,.40064102,5.0929489,44.391026,1.2820513,-.20788564,8.2596149,8.9102564,.035256412,.25320512,.25641027,855.73718,.57371795,0,.84210527,.21052632,.21052632,6.1052632,42.421051,1.1052631,-.30081621,10.736842,3.8421052,.18947369,.052631579,.052631579,1324.2106,.52631581,4.5107346,.35180861,4.5412683,.30483058,4.7204523,.80601507,4.6583371,.87218046,1249.4037,53,30,1039.8362,32,26,959.49298,49.634617,23.243589,3.8106563,5.8421054,4.9473686,1,0,0
0128-001,10201688,10201688,Karonga,rural,7,1,JULY,2013,1,6,13,100-200,47,490,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,-9.84483,33.8737,0,7,68,0,1,0,1,0,0,0,,50,1,4,0,0,1,0,0,1,0,1,0,MW2012C3010210,201307,0,32,25,1500.7496,.44987702,.2,4.456605,4.3700891,1,1,,MZUZU,1.3908933,.42857143,0,92.5,4.5272088,84.800003,4.4402957,0128-001,0,-.30081713,4.2195077,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3010210,0,.64999998,.52499998,.42500001,4.6500001,40.474998,1.15,-.30081576,1.75,7.3499999,0,.1,.125,605.25,.57499999,2.7327812,.76383764,.37453875,.42250922,5.119926,44.123844,1.2717191,-.1871393,9.6162357,9.5313654,.059040591,.2804428,.32472324,834.92621,.62546128,0,.60869563,.52173913,.56521738,4.695652,39.695652,1.0869565,-.14323802,1.0434783,5.304348,0,.086956523,.086956523,586.95654,.78260869,4.5680475,.36564311,4.5824924,.39028731,4.4504008,.017391305,4.5320535,.47826087,1500.7496,32,25,1269.0039,32,30,918.86896,53.638378,24.123617,3.9591575,2.3043478,6.173913,1,0,0
0279-001,10302010,10302010,Nkhata Bay,rural,4,2,JULY,2013,1,28,51,100-200,26,490,Mid-altitude Plains,Moderate Constraint,Moderate Constraint,-11.964,34.0768,0,5,37.5,0,0,0,1,0,0,1,150,30,1,2,0,0,1,0,1,0,0,1,1,MW2012C3010311,201307,0,31,25,1377.6705,.42861652,.00012016956,4.6172872,4.5662613,1,1,,CHINTHECHE,27.955339,.42857143,0,102.09,4.625855,93.459999,4.5375338,0279-001,0,-.30081642,3.624341,0,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3010311,0,.6179775,.53932583,.75280899,7.1123595,45.696629,1.247191,-.13792612,2.1011236,18.685392,.0067415731,.43820226,.43820226,600.22473,1.3146068,2.8397248,.77777779,.2962963,.43518519,4.95679,43.175926,1.2283951,-.20014155,7.8888888,6.7962961,.057407409,.41358024,.41975307,891.7901,.57716048,0,.8125,.375,.4375,6.9375,50.625,1.25,-.30081585,1.5625,28.5,.037500001,.9375,.9375,491.25,.5625,4.578866,.26364639,4.5747905,.45734128,4.5375338,0,4.625855,.42857143,1377.6705,31,25,1328.3365,33,31,921.45221,48.774693,24.370371,3.6416376,6.125,5.5625,1,0,0
0327-001,10307413,10307413,Nkhata Bay,rural,5,7,JULY,2013,1,8,38,0-50,51,550,Low Plateaus,No or Slight Constraint,No or Slight Constraint,-11.7643,34.1954,0,5,34,0,1,1,1,0,0,2,2000,36,1,3,0,1,0,0,0,1,0,1,1,MW2012C3010311,201307,0,31,25,1377.6705,.42861652,.00012016956,4.6172872,4.5662613,1,1,,NKHATABAY,14.357658,.42857143,0,102.09,4.625855,93.459999,4.5375338,0327-001,0,-.30081135,3.5263605,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3010311,0,.6179775,.53932583,.75280899,7.1123595,45.696629,1.247191,-.13792612,2.1011236,18.685392,.0067415731,.43820226,.43820226,600.22473,1.3146068,3.505424,.76538461,.34615386,.47490346,5.1999998,43.576923,1.1961539,-.18929943,5.7307692,6.5999999,.10923077,.23076923,.2923077,868.34613,.76061773,0,.7368421,.42105263,.89473683,7.5263157,48.684212,1.2631578,-.30081549,.7368421,8.6315794,0,.2631579,.2631579,577.36841,1.4210526,4.5474133,.57868135,4.5668154,.58615386,4.548398,.052631579,4.637629,.41654137,1377.6705,31,25,1251.4055,32,30,949.68549,45.569229,25.365385,3.7192867,7.8947368,5.5263157,1,0,0
0336-001,10401522,10401522,Rumphi,rural,14,1,JULY,2013,5,21,21,50-100,43,1120,High-altitude Plains,Moderate Constraint,Moderate Constraint,-11.0517,33.6871,0,6,54,0,1,0,1,0,0,2,1500,59,1,8,0,0,1,0,1,0,0,1,1,MW2012C3010417,201307,0,67,13,837.51306,.5714286,.45383683,5.0049467,4.7699695,2,1,,CHITIPA,2.1107316,.42857143,0,98.07,4.5856814,95.919998,4.5635147,0336-001,0,-.30081713,3.9889841,0,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3010417,0,.7037037,.4074074,.55555558,5.4074073,41.777779,1.1481482,-.032350022,5.185185,11.481482,.14814815,.48148149,.7037037,1032.5927,1.074074,2.7327812,.76383764,.37453875,.42250922,5.119926,44.123844,1.2717191,-.1871393,9.6162357,9.5313654,.059040591,.2804428,.32472324,834.92621,.62546128,0,.78947371,.15789473,.52631581,6.1052632,45.105263,1.1578947,-.30081657,6.8421054,15.210526,.031578947,.84210527,.84210527,1023.1579,.57894737,4.5680475,.36564311,4.5824924,.39028731,4.5839777,.18195489,4.6208835,.5105263,837.51306,67,13,603.55359,72,31,918.86896,53.638378,24.123617,3.7181423,4.2105265,5.2105265,1,0,0
0389-001,10405213,10405213,Rumphi,rural,6,5,JULY,2013,9,28,37,50-100,0,1320,Mid-altitude Plateaus,Moderate Constraint,No or Slight Constraint,-10.6794,34.0775,0,6,47,0,1,1,1,0,0,2,1500,40,1,4,0,0,1,0,0,1,0,1,1,MW2012C3010409,201307,0,50,22,1106.3555,.53008491,.012297769,4.6928983,4.5681834,1,1,,MZUZU,1.3489044,.42857143,0,100.77,4.6128407,92.040001,4.5222235,0389-001,0,-.30081135,3.8501475,1,1,0,0,0,0,0,1,0,0,0,0,1,MW2012C3010409,0,.71428573,.3877551,.59183675,6.0204082,44.102039,1.244898,-.3008157,5.3265305,17.897959,.012244899,.040816326,.53061223,979.7959,.91836733,0,.77230769,.31999999,.47076923,4.9446154,43.316921,1.2276924,-.25620943,8.913846,11.406154,.025230769,.42153847,.47692308,947.35382,.70153844,0,.77272725,.45454547,.59090906,5.3636365,42.863636,1.0909091,-.30081585,7.8636365,25.181818,0,.090909094,.95454544,1250.9091,1,4.5620041,.41797802,4.5692329,.56050551,4.5263424,.019480519,4.6193833,.45454547,1106.3555,50,22,1291.9949,32,30,940.22516,49.455383,24.775385,3.9302239,2.1363637,6.090909,1,0,0
0544-001,10507175,10507175,Mzimba,rural,4,7,JULY,2013,13,4,34,100-200,37,1110,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,-12.6592,33.6304,10,4,28,0,1,0,0,0,0,0,,46,2,2,0,0,1,0,1,0,0,1,0,MW2012C3020103,201307,0,32,30,859.29468,.77837282,.34557459,4.538332,4.3902559,2,1,,NKHAMENYA,21.437773,.42857143,.60000002,90,4.4998097,72.5,4.2835865,0544-001,0,-.3008166,3.3322046,0,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3020103,0,.80291969,.29197079,.42335767,5.1386862,43.133335,1.1397059,-.24790682,11.620438,8.948905,.037956204,.74452555,.86861312,1067.0073,.61313868,3.505424,.76538461,.34615386,.47490346,5.1999998,43.576923,1.1961539,-.18929943,5.7307692,6.5999999,.10923077,.23076923,.2923077,868.34613,.76061773,0,1,.1,.25,4.5500002,41.099998,1.15,-.30081564,14.45,4.6500001,0,.94999999,.94999999,1108,.34999999,4.5474133,.57868135,4.5668154,.58615386,4.2981219,.61285716,4.5032887,.45714286,859.29468,32,30,876.16058,33,25,949.68549,45.569229,25.365385,3.4777973,4.6999998,4.5,1,0,0
0575-002,10507344,10507344,Mzimba,rural,3,7,JULY,2013,10,4,18,100-200,47,1240,High-altitude Plains,Moderate Constraint,Moderate Constraint,-12.50051,33.62089,0,3,24.5,0,0,0,0,0,0,0,,34,1,1,0,0,1,0,0,1,0,1,0,MW2012C3010503,201307,0,42,12,1115.7594,.501028,.51001006,4.5776491,4.3095646,2,1,,NKHAMENYA,13.486012,.42857143,.60000002,96.959999,4.5742984,71.264999,4.2664051,0575-002,0,-.30081591,3.198673,1,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3010503,0,.8611111,.30555555,.3888889,4.4722223,41.833332,1.1944444,-.20014121,9.8888893,5.0555553,0,.91666669,.91666669,1165.8334,.72222221,3.505424,.76538461,.34615386,.47490346,5.1999998,43.576923,1.1961539,-.18929943,5.7307692,6.5999999,.10923077,.23076923,.2923077,868.34613,.76061773,0,.66666669,.5714286,.5714286,4.3809524,46.523811,1.2380953,-.12823081,5.5714288,5.4761906,0,.95238096,.95238096,1217.1428,1.1428572,4.5474133,.57868135,4.5668154,.58615386,4.3260279,.6394558,4.5790091,.52789116,1115.7594,42,12,916.01007,32,25,949.68549,45.569229,25.365385,3.9654365,.71428573,5.8095236,1,0,0
0640-001,10734370,10734370,Mzuzu City,urban,6,34,JULY,2013,1,18,3,3000-5000,35,1250,High-altitude Plains,Severe Constraint,Moderate Constraint,-11.433,34.0235,6,4,40,0,0,0,0,0,0,2,3000,28,1,3,0,1,0,0,0,1,0,1,1,MW2012C3010508,201307,0,51,22,1045.0387,.56322783,.46603081,4.7078786,4.692677,2,1,,NKHATABAY,9.7876596,.42857143,0,85,4.4426513,80,4.3820267,0640-001,0,-.30081591,3.6888795,1,0,1,0,0,0,0,0,1,0,0,1,1,MW2012C3010508,0,.5607143,.52499998,.70357144,5.2785716,45.128571,1.2071428,.11338864,5.0428572,11.314285,.057142857,.86785716,.87857145,1255.8572,1.2928572,0,.2857143,.77142859,.91428572,4.5142856,38.542858,1.1714286,.32049111,1.5142857,17.285715,.20571429,.91428572,.91428572,1264.8572,1.6285714,0,.22222222,.83333331,.8888889,4.5555553,36.888889,1.0555556,.50458241,2.6666667,15,0,.83333331,.83333331,1120.5555,1.8888888,4.5851088,.12244898,4.5833697,.45795918,4.4502783,.16984127,4.5184283,.52063495,1045.0387,51,22,1032.5082,52,31,1016.891,52.828571,30.742857,3.9739602,1.8333334,6.0555553,1,0,0
0641-001,10734762,10734762,Mzuzu City,urban,2,34,JULY,2013,2,19,4,3000-5000,14,1280,Mid-altitude Plateaus,Severe Constraint,Moderate Constraint,-11.4275,34.028,9,7,76,1,1,1,1,0,0,2,4000,47,1,0,0,1,0,0,0,1,0,1,1,MW2012C3020603,201307,0,32,13,957.92847,.62849855,.032018665,4.6234941,4.5705128,1,1,,MZUZU,3.6615801,.42857143,0,104.64,4.650526,113.08,4.7280955,0641-001,1,3.3234708,4.3307333,1,0,1,0,0,0,0,0,1,0,0,1,1,MW2012C3020603,0,.70076728,.44757032,.47058824,4.8030691,42.353848,1.2102565,-.087622568,7.0869565,6.0409207,.12327366,.16112532,.17391305,1134.6036,.84398979,0,.2857143,.77142859,.91428572,4.5142856,38.542858,1.1714286,.32049111,1.5142857,17.285715,.20571429,.91428572,.91428572,1264.8572,1.6285714,0,.25,.69999999,.94999999,4.4000001,41.900002,1.25,.24282765,2.05,18.35,.39000002,.94999999,.94999999,1275.5,1.55,4.5851088,.12244898,4.5833697,.45795918,4.7485723,.13428572,4.7077508,.5714286,957.92847,32,13,1032.5082,52,31,1016.891,52.828571,30.742857,4.0015893,4.5999999,6.0500002,1,0,0
0721-003,10741504,10741504,Mzuzu City,urban,5,41,JULY,2013,2,19,3,3000-5000,18,1310,Mid-altitude Plateaus,Severe Constraint,Moderate Constraint,-11.445,34.0306,0,5,36,0,1,1,0,0,0,3,5000,28,1,2,0,1,0,0,1,0,0,1,1,MW2012C3010508,201307,0,51,22,1045.0387,.56322783,.46603081,4.7078786,4.692677,2,1,,MZUZU,3.844878,.42857143,0,104.64,4.650526,113.08,4.7280955,0721-003,0,-.30081084,3.583519,0,0,1,0,0,0,0,0,1,0,0,1,1,MW2012C3010508,0,.5607143,.52499998,.70357144,5.2785716,45.128571,1.2071428,.11338864,5.0428572,11.314285,.057142857,.86785716,.87857145,1255.8572,1.2928572,0,.068965517,.75862068,.82758623,4.6896553,39.724136,1.2068965,1.1988901,1.3793104,13.896552,.27586207,.7241379,.7241379,1190,2.2413793,0,.14285715,.8214286,.78571427,4.3571429,41.607143,1.25,1.3818895,1.6785715,15.892858,.2857143,.89285713,.89285713,1227.5,2.1428571,4.6385088,.20689656,4.654335,.55172414,4.7328582,.18877551,4.7012558,.55000001,1045.0387,51,22,1054.4186,53,31,1093.4594,53,26.034483,3.9948883,3.3571429,6.1428571,1,0,0
0714-002,10744649,10744649,Mzuzu City,urban,6,44,JULY,2013,1,17,1,200-300,31,1270,Mid-altitude Plateaus,Severe Constraint,Moderate Constraint,-11.4736,34.0151,2,5,46.5,0,0,0,0,0,0,0,,39,2,4,0,0,1,0,0,1,0,1,0,MW2012C3010309,201307,0,32,25,1439.3978,.50344485,.21602245,4.6612144,4.6388068,1,1,,MZIMBA,1.9302968,.5714286,.80000001,75.25,4.320816,62.855,4.1408305,0714-002,0,-.30081591,3.8394523,1,0,1,0,0,0,0,0,1,0,0,1,1,MW2012C3010309,0,.4509804,.627451,.70588237,4.8039217,40.64706,1.2156863,.12557131,4.6862745,12.254902,.043137256,.74509805,.7647059,974.70587,1.5294118,0,.5,.75,.75,5.1666665,38.333332,1.1666666,.0012084717,1.0833334,16.833334,0,1,1,1274.1666,1,0,.52941179,.64705884,.64705884,4.5882354,35.35294,1.1764706,-.087621927,2.9411764,13.058824,0,.82352942,.82352942,1266.4706,.94117647,4.1408305,.80000001,4.320816,.5714286,4.3322473,.73613447,4.4684172,.66218489,1439.3978,32,25,1065.2887,53,31,1065.2887,53,31,3.8791027,2.4705882,5.9411764,1,0,0
0817-001,20112661,20112661,Kasungu,rural,8,12,JULY,2013,27,11,36,50-100,37,1030,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,-12.8816,33.7268,21,3,35,0,1,0,0,0,0,1,3000,39,1,2,0,0,1,0,1,0,0,2,1,MW2012C3020103,201307,0,32,30,859.29468,.77837282,.34557459,4.538332,4.3902559,2,1,,CHAMAMA,21.224882,.85714287,.60000002,90,4.4998097,72.5,4.2835865,0817-001,0,-.3008166,3.5553482,0,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3020103,0,.80291969,.29197079,.42335767,5.1386862,43.133335,1.1397059,-.24790682,11.620438,8.948905,.037956204,.74452555,.86861312,1067.0073,.61313868,0,.85714287,.20634921,.33333334,5.1904764,43.476189,1.1428572,-.3008163,31.269842,9.1111107,0,.41269842,.73015875,900.31744,.46031746,0,.89473683,.15789473,.36842105,5.8947368,49.36842,1.1052631,-.30081627,25.842106,10.842105,0,1,1,1032.6316,.63157892,4.6528969,.57789117,4.6243,.28662133,4.2835865,.60000002,4.4998097,.85714287,859.29468,32,30,856.78394,71,31,942.85016,57.650795,23.587301,3.6354923,5.9473686,4.1578946,1,0,0
0864-002,20205207,20205207,Nkhotakota,rural,4,5,JULY,2013,0,16,43,100-200,26,490,Mid-altitude Plains,Water,Water,-13.35,34.2705,0,6,51,0,1,0,0,0,0,0,,33,2,2,1,0,1,0,1,0,0,2,0,MW2012C3020211,201307,0,33,31,1148.65,.78953046,.61128861,4.5778441,4.3931804,1,1,,BALAKA,21.335529,.71428573,.40000001,95.834999,4.5626278,77.720001,4.3531127,0864-002,0,-.3008166,3.9318256,0,0,0,0,0,1,0,0,0,0,1,0,0,MW2012C3020211,0,.73333335,.30000001,.63333333,4.7333331,42.5,1.2333333,-.18000697,1.8666667,12.366667,.033333335,.23333333,.23333333,648.33331,.89999998,0,.77230769,.31999999,.47076923,4.9446154,43.316921,1.2276924,-.25620943,8.913846,11.406154,.025230769,.42153847,.47692308,947.35382,.70153844,0,.84210527,.10526316,.52631581,4.6315789,43.789474,1.3684211,-.30081657,1,14.052631,.052631579,.15789473,.15789473,507.89474,.68421054,4.5620041,.41797802,4.5692329,.56050551,4.409307,.46315789,4.586041,.74436092,1148.65,33,31,938.34131,68,31,940.22516,49.455383,24.775385,3.9577582,4.3157897,5.3157897,1,0,0
0980-003,20402198,20402198,Dowa,rural,2,5,JULY,2013,0,15,18,300-400,22,1200,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-13.769923,33.810036,0,7,81,0,0,0,0,0,0,2,3000,21,1,0,0,1,0,0,0,1,0,2,1,MW2012C3030519,201307,0,31,11,902.7489,.81110936,.77537853,4.667098,4.5936046,1,1,,DOWA,18.903091,.71428573,.60000002,110.895,4.7085838,96.764999,4.5722852,0980-003,0,-.30081591,4.3944492,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030519,0,.22360249,.8509317,.77639753,4.7267079,41.080746,1.242236,.48707357,3.8757763,4.7701864,.029813666,.049689442,.049689442,984.40991,1.689441,0,.77230769,.31999999,.47076923,4.9446154,43.316921,1.2276924,-.25620943,8.913846,11.406154,.025230769,.42153847,.47692308,947.35382,.70153844,0,.75,.30000001,.5,4.4499998,36.150002,1.15,-.11960207,6.0500002,6.3499999,.030000001,.85000002,.85000002,1141.5,.55000001,4.5620041,.41797802,4.5692329,.56050551,4.5871096,.59000003,4.7092037,.69285715,902.7489,31,11,819.40631,33,25,940.22516,49.455383,24.775385,3.7005808,2.5999999,5.3000002,1,0,0
