case_id,clust_num,clust,district,reside,hhsize,TA,month,year,dist_road,dist_admarc,dist_agmrkt,popdensity,fsrad3_agpct,elevation,srtm_mwi_5_15,nutri_avail,nutri_retention,LAT_DD_MOD,LON_DD_MOD,RCSI,HDDS,FCS,Refrigerator,Radio,Television,Bicycle,Motorcycle,Car,cells_own,cell_cost,hh_age,hh_gender,LT_15,GT_64,floor_cement,floor_dirt_sand_dung,floor_tile,roof_natural,roof_iron,roof_other,region,cell_phone,fnid,yearmo,flood_maxprecip,L12day1rain,L12maxdays,L12rain_cytot,ipczone_thinn,ipczone_lag_thinn,ipczone_price,ipczone_lag_price,ipc2,ipc_lag1,ipc_lag12,near_mkt,near_dist,mkt_thinness,Lmkt_thinn,price,lnprice_impu,Lprice,Llnprice_impu,case_id_num,percent_ag,asset_index2,logFCS,roof,nutri_reten1,nutri_reten2,nutri_reten3,nutri_reten4,nutri_reten5,nutri_avail1,nutri_avail2,nutri_avail3,nutri_avail4,nutri_avail5,nutri_reten_constrained,nutri_avail_constrained,ipczone,ipczone_floodmax,ipczone_floor,ipczone_roof,ipczone_cell,ipczone_hhsize,ipczone_hh_age,ipczone_hh_gender,ipczone_asset,ipczone_dist_road,ipczone_dist_admarc,ipczone_percent_ag,ipczone_nutri_reten_constrained,ipczone_nutri_avail_constrained,ipczone_elevation,ipczone_cells_own,TA_floodmax,TA_floor,TA_roof,TA_cell,TA_hhsize,TA_hh_age,TA_hh_gender,TA_asset,TA_dist_road,TA_dist_admarc,TA_percent_ag,TA_nutri_reten_constrained,TA_nutri_avail_constrained,TA_elevation,TA_cells_own,clust_floodmax,clust_floor,clust_roof,clust_cell,clust_hhsize,clust_hh_age,clust_hh_gender,clust_asset,clust_dist_road,clust_dist_admarc,clust_percent_ag,clust_nutri_reten_constrained,clust_nutri_avail_constrained,clust_elevation,clust_cells_own,TA_lag_price,TA_lag_thinn,TA_price,TA_thinn,clust_lag_price,clust_lag_thinn,clust_price,clust_thinn,ipczone_L12raincytot,ipczone_L12day1rain,ipczone_L12maxdays,clust_L12raincytot,clust_L12day1rain,clust_L12maxdays,TA_L12raincytot,TA_L12day1rain,TA_L12maxdays,clust_logFCS,clust_RCSI,clust_HDDS,ipc_lag1_dummy1,ipc_lag1_dummy2,ipc_lag1_dummy3
2215-001,30305277,30305277,Zomba,rural,3,5,APRIL,2013,5,9,17,300-400,18,940,Low Plateaus,No or Slight Constraint,No or Slight Constraint,-15.519,35.3176,1,6,43,0,1,0,1,0,0,0,,39,1,1,0,0,1,0,1,0,0,3,0,MW2012C3030314,201304,0,32,13,1028.1757,.76283824,.28533879,4.3333282,4.8587542,1,2,1,MAYAKA,7.3952289,.75,0,90.089996,4.5008092,115.325,4.7477541,2215-001,0,-.30081713,3.7612002,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030314,0,.49740931,.60103625,.66839379,4.357513,38.274612,1.2746114,.30010268,5.8704662,4.6113992,.084974095,.025906736,.025906736,905.49225,1.3212435,0,.77230769,.31999999,.47076923,4.9446154,43.316921,1.2276924,-.25620943,8.913846,11.406154,.025230769,.42153847,.47692308,947.35382,.70153844,0,.89999998,.25,.5,3.95,38.400002,1.1,-.30081606,6.5500002,9.3500004,.050000001,0,0,915,.75,4.5620041,.41797802,4.5692329,.56050551,4.7392278,.1825,4.5443769,.63499999,1028.1757,32,13,935.83667,38,21,940.22516,49.455383,24.775385,3.862515,4.1999998,5.6500001,0,1,0
2347-002,30406710,30406710,Chiradzulu,rural,6,6,APRIL,2013,8,2,27,300-400,10,880,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-15.6013,35.2404,3,7,93.5,0,1,0,1,0,0,1,1000,43,2,3,0,1,0,0,0,1,0,3,1,MW2012C3030314,201304,0,32,13,1028.1757,.76283824,.28533879,4.3333282,4.8587542,1,2,1,MAYAKA,12.457992,.75,0,65.830002,4.1870756,134.72,4.9031987,2347-002,0,-.30081713,4.5379615,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030314,0,.49740931,.60103625,.66839379,4.357513,38.274612,1.2746114,.30010268,5.8704662,4.6113992,.084974095,.025906736,.025906736,905.49225,1.3212435,0,.77076411,.32225913,.39202657,4.8205981,43.164429,1.3076923,-.19244885,13.877076,7.6279068,.032558139,.2857143,.38870433,900.66443,.58803988,0,.72727275,.45454547,.36363637,4.318182,39.909092,1.4545455,-.13607572,7.6363635,2.9545455,.21818182,0,0,882.27271,.5,4.5456085,.37074038,4.4840188,.45932606,4.8416481,.07272727,4.2700515,.74610388,1028.1757,32,13,852.31165,13,19,894.39532,52.196014,22.528238,3.9374404,7.5454545,5.7272725,0,1,0
2358-001,30504518,30504518,Blantyre,rural,5,4,APRIL,2013,19,8,20,50-100,47,620,Low Plateaus,No or Slight Constraint,No or Slight Constraint,-15.7088,34.8301,0,6,45,0,0,1,1,0,0,2,4360,38,1,3,0,1,0,0,0,1,0,3,1,MW2012C3030506,201304,0,67,13,795.06915,.10188077,.43462029,4.5686212,5.0382628,1,2,1,LUNZU,21.235619,0,.40000001,96.449997,4.5690246,155.7,5.0479312,2358-001,0,-.30081066,3.8066626,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030506,0,.78947371,.22368421,.59210527,4.6052632,44.302631,1.2631578,-.25312793,10.421053,7.5131578,.028947368,.013157895,.02631579,587.36841,.88157892,.12358174,.78525639,.30769232,.40064102,5.0929489,44.391026,1.2820513,-.20788564,8.2596149,8.9102564,.035256412,.25320512,.25641027,855.73718,.57371795,0,.78947371,.21052632,.63157892,3.5789473,45.36842,1.3157895,-.30081552,18.842106,8.1578951,0,0,0,603.6842,.7368421,4.5107346,.35180861,4.5412683,.30483058,5.0479312,.40000001,4.5690246,0,795.06915,67,13,793.04089,14,15,959.49298,49.634617,23.243589,3.8079872,3.5263157,5.2631578,0,1,0
2448-001,30708665,30708665,Thyolo,rural,5,8,APRIL,2013,1,7,11,300-400,55,740,Low Plateaus,No or Slight Constraint,No or Slight Constraint,-16.0579,35.2362,5,5,47,0,0,0,0,0,0,0,,25,1,3,0,0,1,0,0,1,0,3,0,MW2012C3030716,201304,0,32,30,1043.5555,.80558592,.45162135,4.5444641,4.9540787,1,2,1,LUCHENZA,1.9307632,.75,.40000001,91.519997,4.5165577,141.63,4.953218,2448-001,0,-.30081591,3.8501475,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030716,0,.66949153,.49152541,.47457626,4.5762711,44.084747,1.2711865,-.055101592,7.4237289,6.3559322,.025423728,.025423728,.025423728,738.55933,.779661,.50433636,.77777779,.30409357,.40350878,5.122807,41.730995,1.2105263,-.21603732,12.48538,8.1169586,.032748539,.15789473,.25146198,679.70758,.53801167,0,.83333331,.5,.44444445,5.1666665,36,1.1111112,-.099466413,1.6666666,8.6111107,0,.055555556,.055555556,730,.55555558,4.6608477,.24741019,4.5594964,.38479534,4.8318019,.49722221,4.5081959,.58134919,1043.5555,32,30,1051.7709,14,19,966.46399,44.894737,21.385965,3.9977124,10.166667,6.1666665,0,1,0
2589-001,30711684,30711684,Thyolo,rural,6,11,APRIL,2013,4,4,15,300-400,60,330,Platform(very low plateaus),No or Slight Constraint,No or Slight Constraint,-16.0123,34.9535,21,5,34,0,0,0,0,0,0,0,,63,2,4,0,1,0,0,0,1,0,3,0,MW2012C3030716,201304,0,32,30,1043.5555,.80558592,.45162135,4.5444641,4.9540787,1,2,1,LIMBE,13.354329,0,.80000001,90.449997,4.504797,110,4.7004805,2589-001,0,-.30081591,3.5263605,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030716,0,.66949153,.49152541,.47457626,4.5762711,44.084747,1.2711865,-.055101592,7.4237289,6.3559322,.025423728,.025423728,.025423728,738.55933,.779661,2.9002051,.875,.32499999,.375,4.9000001,42.099998,1.125,-.30081627,10.85,6.1999998,.050000001,.44999999,.44999999,853.25,.60000002,4.5390272,.78947371,.47368422,.2631579,4.1052632,43.842106,1.2105263,-.300816,5.4210525,3.6842105,0,0,0,583.1579,.47368422,4.4408822,.92124999,4.5128274,.6785714,4.6615891,.89473683,4.4899826,.45263159,1043.5555,32,30,905.85364,14,18,826.10199,46.200001,22.4,3.8358147,4,5.3684211,0,1,0
2665-001,30806611,30806611,Mulanje,rural,5,6,APRIL,2013,10,7,27,200-300,39,720,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-15.8284,35.3532,3,6,63.5,0,1,0,1,0,0,0,,40,1,3,0,0,1,0,1,0,0,3,0,MW2012C3030804,201304,0,32,25,1033.3253,.78999251,.34003398,4.4508758,4.9477897,1,2,1,LUCHENZA,21.597977,.75,.40000001,91.519997,4.5165577,141.63,4.953218,2665-001,0,-.30081713,4.1510401,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030804,0,.66666669,.53333336,.3888889,4.5888891,42.522221,1.3444444,-.13973708,6.0555553,8.5111113,0,.022222223,.022222223,754.77777,.5777778,0,.77076411,.32225913,.39202657,4.8205981,43.164429,1.3076923,-.19244885,13.877076,7.6279068,.032558139,.2857143,.38870433,900.66443,.58803988,0,.8125,.375,.1875,4.875,44.125,1.375,-.30081677,9.1875,8.125,0,0,0,710.625,.1875,4.5456085,.37074038,4.4840188,.45932606,4.9259267,.421875,4.5108743,.703125,1033.3253,32,25,905.75745,37,16,894.39532,52.196014,22.528238,3.7830768,8.5625,5.8125,0,1,0
2767-001,31002169,31002169,Chikwawa,rural,4,2,APRIL,2013,0,2,30,200-300,20,70,Plains,No or Slight Constraint,No or Slight Constraint,-16.2669,34.8952,3,7,37,0,1,0,1,0,0,0,,38,1,0,0,0,1,0,0,1,0,3,0,MW2012C3031005,201304,86.241516,42,22,733.83313,.99669367,.61061311,4.5287647,4.9444804,1,3,1,LIMBE,5.4141459,0,.80000001,90.449997,4.504797,110,4.7004805,2767-001,.60000002,-.30081713,3.6109178,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3031005,50.704144,.75,.39705881,.41176471,5.5441175,41.529411,1.1470588,-.034324482,7.8676472,4.147059,.070588239,.014705882,.014705882,286.76471,.60294116,2.8397248,.77777779,.2962963,.43518519,4.95679,43.175926,1.2283951,-.20014155,7.8888888,6.7962961,.057407409,.41358024,.41975307,891.7901,.57716048,55.09108,.42105263,.68421054,.47368422,5.0526314,40.947369,1.1578947,.2714403,.63157892,2.4210527,.34736845,0,0,306.3158,.78947371,4.578866,.26364639,4.5747905,.45734128,4.6638384,.80000001,4.5189509,.094736844,733.83313,42,22,800.57483,16,19,921.45221,48.774693,24.370371,3.8918312,6.2105265,6.1578946,0,0,1
2829-003,31108703,31108703,Nsanje,rural,6,8,APRIL,2013,0,9,9,300-400,60,50,Plains,No or Slight Constraint,No or Slight Constraint,-16.9855,35.2499,28,3,28,0,0,0,0,0,0,0,,66,2,5,1,0,1,0,1,0,0,3,0,MW2012C3030519,201304,0,31,11,902.7489,.015695997,.75389618,4.5129304,4.7563567,1,,1,NSANJE,7.8242078,.25,0,78.239998,4.3597808,105.86,4.6621175,2829-003,0,-.30081591,3.3322046,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030519,0,.22360249,.8509317,.77639753,4.7267079,41.080746,1.242236,.48707357,3.8757763,4.7701864,.029813666,.049689442,.049689442,984.40991,1.689441,.50433636,.77777779,.30409357,.40350878,5.122807,41.730995,1.2105263,-.21603732,12.48538,8.1169586,.032748539,.15789473,.25146198,679.70758,.53801167,0,.64705884,.52941179,.52941179,5.5294118,41,1.4117647,-.087623097,.29411766,8.3529415,0,0,0,117.05882,.58823532,4.6608477,.24741019,4.5594964,.38479534,4.6424589,.10882353,4.4166746,.32142857,902.7489,31,11,815.4082,14,17,966.46399,44.894737,21.385965,3.7758429,9.4705887,5.7058825,,,
2997-001,31436695,31436695,Machinga,rural,3,36,APRIL,2013,11,13,25,300-400,60,650,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-15.225028,35.442548,0,7,97,1,1,1,1,0,0,1,4000,68,1,1,1,1,0,0,0,1,0,3,1,MW2012C3030304,201304,0,32,13,990.50909,.81324673,.38275,4.3107285,4.8376541,1,2,2,THONDWE,5.3936086,1,0,90.449997,4.504797,110,4.7004805,2997-001,0,3.3234708,4.5747108,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030304,0,.58139533,.56976742,.62790698,4.7558141,39.813953,1.1976744,.28918436,8.8837214,5.0581393,.018604651,.058139537,.058139537,838.13953,1.1627907,0,.15151516,.90909094,.87878788,5.030303,40.772728,1.2272727,.57780057,2.3636363,7.4848485,0,.27272728,.27272728,1089.697,1.7424242,0,.27272728,.81818181,.86363637,4.1363635,40.590908,1.4090909,1.181848,3.3636363,5.2727275,.045454547,.090909094,.090909094,924.09088,2.1363637,4.6693497,.47045454,4.6463509,.86504328,4.6020656,.44545454,4.4896564,.99350649,990.50909,32,13,1204.6793,34,17,976.55084,47.71212,26.787878,4.1514988,2.3181818,6.5,0,1,0
3157-001,31539670,31539670,Blantyre City,urban,2,39,APRIL,2013,1,8,3,3000-5000,2,980,Low Plateaus,No or Slight Constraint,No or Slight Constraint,-15.7695,34.9969,0,7,83,0,1,1,0,0,0,2,2300,52,2,0,0,1,0,0,0,1,0,3,1,MW2012C3030519,201304,0,31,11,902.7489,.015695997,.75389618,4.5129304,4.7563567,1,,1,LIMBE,7.7832837,0,.80000001,79.25,4.3726072,109.15,4.6927233,3157-001,0,-.30081084,4.4188404,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030519,0,.22360249,.8509317,.77639753,4.7267079,41.080746,1.242236,.48707357,3.8757763,4.7701864,.029813666,.049689442,.049689442,984.40991,1.689441,3.3558567,.18518518,.96296299,.96296299,5.5555553,39.407406,1.1851852,.77304804,.8888889,4.6296296,0,0,0,940.37036,2.2962964,3.2021813,.15789473,.84210527,.84210527,5.7894735,37.052631,1.1052631,.080688924,2.5263157,8.3684206,.052631579,.052631579,.052631579,909.47369,1.8421053,4.4994411,.58386242,4.431149,.0984127,4.6746583,.66729325,4.4302192,.11090226,902.7489,31,11,888.22821,14,19,992.60754,31.703703,17.333334,3.9309611,5.0526314,6.1052632,,,
3255-002,31554613,31554613,Blantyre City,urban,2,54,APRIL,2013,2,5,9,2000-3000,2,1080,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-15.8271,35.0484,0,7,58,0,0,0,0,0,0,0,,23,1,0,0,1,0,0,0,1,0,3,0,MW2012C3030514,201304,0,53,31,823.06921,.20403747,.6662271,4.537961,4.8103995,1,2,1,LIMBE,2.2877972,0,.80000001,90.449997,4.504797,110,4.7004805,3255-002,0,-.30081591,4.0604429,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030514,0,.32323232,.81818181,.69696969,4.8989897,41.090908,1.1818181,.87067115,3.2424242,5.3535352,.032323234,.030303031,.04040404,955.85858,1.5454545,0,.39130434,.86956519,.69565219,4.695652,36.652172,1.1304348,.014340152,1.8695652,3.9565217,.069565222,0,0,1120.4348,1.3043479,0,.52631581,.78947371,.63157892,4.7894735,35.947369,1.1578947,-.11006342,2.0526316,5,0,0,0,1081.579,1.2631578,4.6532526,.68913043,4.5202522,.15900621,4.6727824,.72255641,4.5078592,.052631579,823.06921,53,31,931.11615,14,20,908.35034,26.26087,22,3.8444798,8.2631578,5.6842103,0,1,0
0042-001,10101204,10101204,Chitipa,rural,4,1,MAY,2013,1,11,26,100-200,55,1420,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,-9.89498,33.381,16,5,42,0,0,0,0,0,0,0,,35,1,2,0,0,1,0,1,0,0,1,0,MW2012C3010102,201305,0,53,30,1249.4037,.13112697,.25,4.2723837,4.6063919,1,1,1,MZUZU,3.0049345,0,0,110.745,4.7072301,129.39999,4.8629084,0042-001,0,-.30081591,3.7376697,0,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3010102,0,.79347825,.27173913,.35869566,5.75,45.010868,1.1847826,-.18263285,4.673913,7.271739,.069565222,.5,.65217394,1327.174,.61956519,2.7327812,.76383764,.37453875,.42250922,5.119926,44.123844,1.2717191,-.1871393,9.6162357,9.5313654,.059040591,.2804428,.32472324,834.92621,.62546128,0,.82352942,.35294119,.41176471,5.5294118,45.64706,1.1764706,-.08762259,.52941179,11.411765,0,1,1,1380.5883,.64705884,4.5680475,.36564311,4.5824924,.39028731,4.8537507,0,4.7084575,0,1249.4037,53,30,1170.5558,32,30,918.86896,53.638378,24.123617,3.8362947,4.4705882,5.0588236,1,0,0
0005-001,10101215,10101215,Chitipa,rural,9,1,MAY,2013,9,4,23,50-100,37,1260,Mid-altitude Plateaus,No or Slight Constraint,Moderate Constraint,-9.50446,33.2302,0,4,49,0,0,0,0,0,0,0,,42,1,4,0,0,1,0,1,0,0,1,0,MW2012C3010102,201305,0,53,30,1249.4037,.13112697,.25,4.2723837,4.6063919,1,1,1,KARONGA,4.6563044,0,.25,78.245003,4.3598452,76.120003,4.3323112,0005-001,0,-.30081591,3.8918202,0,0,1,0,0,0,1,0,0,0,0,1,0,MW2012C3010102,0,.79347825,.27173913,.35869566,5.75,45.010868,1.1847826,-.18263285,4.673913,7.271739,.069565222,.5,.65217394,1327.174,.61956519,2.7327812,.76383764,.37453875,.42250922,5.119926,44.123844,1.2717191,-.1871393,9.6162357,9.5313654,.059040591,.2804428,.32472324,834.92621,.62546128,0,.82352942,.29411766,.35294119,4.8235292,44.823528,1.1764706,-.300816,8,4.2941175,.035294119,.94117647,.23529412,1221.7646,.47058824,4.5680475,.36564311,4.5824924,.39028731,4.3517904,.29411766,4.3847575,.011764706,1249.4037,53,30,1259.728,32,30,918.86896,53.638378,24.123617,3.6930976,3.8823528,4.9411764,1,0,0
0067-001,10102004,10102004,Chitipa,rural,4,2,MAY,2013,11,7,30,0-50,16,1260,Mid-altitude Mountains,No or Slight Constraint,No or Slight Constraint,-9.74823,33.5035,3,6,42,0,0,0,0,0,0,0,,31,1,2,0,0,1,0,1,0,0,1,0,MW2012C3010107,201305,0,50,14,1619.3054,.25,.25,4.1178985,4.5039124,1,1,1,KARONGA,6.6462855,0,.25,78.245003,4.3598452,76.120003,4.3323112,0067-001,0,-.30081591,3.7376697,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3010107,0,.58064514,.51612902,.41935483,4.7419353,41.548386,1.1935484,-.066991128,5.9032259,6.2258062,.038709678,.38709676,.54838711,1203.5483,.48387095,2.8397248,.77777779,.2962963,.43518519,4.95679,43.175926,1.2283951,-.20014155,7.8888888,6.7962961,.057407409,.41358024,.41975307,891.7901,.57716048,0,.6875,.375,.25,4.9375,38.375,1.125,-.30081618,9.0625,8.125,.075000003,0,.0625,1174.375,.25,4.578866,.26364639,4.5747905,.45734128,4.3323112,.25,4.3598452,0,1619.3054,50,14,1363.3594,32,30,921.45221,48.774693,24.370371,3.6518881,6.125,4.5625,1,0,0
0136-001,10203176,10203176,Karonga,rural,6,3,MAY,2013,3,24,34,0-50,10,1070,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-9.873049999999999,33.6206,0,4,23,0,0,0,0,0,0,0,,32,1,4,0,0,1,0,1,0,0,1,0,MW2012C3010201,201305,0,31,26,1118.4229,.022137487,.25,4.3417668,4.3522654,1,1,1,MISUKU,27.491238,.25,.25,78.245003,4.3598452,76.120003,4.3323112,0136-001,0,-.30081591,3.1354942,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3010201,0,.59036142,.51807231,.54216868,5.072289,45.469879,1.2168674,-.12615173,2.1927712,9.4819279,.036144577,.26506025,.28915662,674.09637,.77108431,.17780566,.79790938,.32752612,.45296168,5.1324043,43.933567,1.2682927,-.18716252,7.8571429,6.5993032,.029268293,.28919861,.34843206,973.41461,.67595822,0,.77777779,.33333334,.22222222,4.6111112,45.111111,1.2777778,-.099466741,3.8333333,20.444445,.055555556,.055555556,.11111111,1039.4445,.27777779,4.5298309,.35881037,4.5674162,.28576407,4.3383102,.24722221,4.369143,.25992063,1118.4229,31,26,1266.2108,32,30,986.30182,51.777004,22.564461,3.7350838,3.6111112,5.1111112,1,0,0
0221-001,10220705,10220705,Karonga,urban,5,20,MAY,2013,0,2,3,3000-5000,49,490,Mid-altitude Plains,Water,Water,-9.931279999999999,33.9324,0,7,51,0,0,0,0,0,0,0,,68,2,3,1,0,1,0,0,1,0,1,0,MW2012C3010201,201305,0,31,26,1118.4229,.022137487,.25,4.3417668,4.3522654,1,1,1,NKHOMA,7.4761291,0,.5,75.660004,4.3262496,63.099998,4.1447206,0221-001,0,-.30081591,3.9318256,1,0,0,0,0,1,0,0,0,0,1,0,0,MW2012C3010201,0,.59036142,.51807231,.54216868,5.072289,45.469879,1.2168674,-.12615173,2.1927712,9.4819279,.036144577,.26506025,.28915662,674.09637,.77108431,.79965591,.3125,.78125,.8125,4.5,38.203125,1.140625,.20884973,1.078125,3.15625,.040624999,.21875,.21875,625,1.28125,0,.27777779,.8888889,.8888889,4.6666665,40.777779,1.1666666,.10188282,.94444442,2.2777777,0,.055555556,.055555556,523.33331,1.5,4.2541413,.58404016,4.5014429,.18247768,4.1548057,.48333332,4.3251486,.023809524,1118.4229,31,26,1103.2516,32,30,1009.4319,41.640625,29.109375,3.9886575,2.0555556,6.0555553,1,0,0
0278-001,10305446,10305446,Nkhata Bay,rural,10,5,MAY,2013,0,34,55,0-50,37,480,Mid-altitude Plains,Water,Water,-12.1525,34.0251,10,3,23.5,0,1,0,0,0,0,1,1900,46,1,5,0,0,1,0,1,0,0,1,1,MW2012C3010311,201305,0,31,25,1377.6705,.00017302684,.10426615,4.6091838,4.6626825,1,1,1,MONKEY BAY,10.226723,.25,.25,101.225,4.6173458,99.434998,4.599504,0278-001,0,-.3008166,3.1570003,0,0,0,0,0,1,0,0,0,0,1,0,0,MW2012C3010311,0,.6179775,.53932583,.75280899,7.1123595,45.696629,1.247191,-.13792612,2.1011236,18.685392,.0067415731,.43820226,.43820226,600.22473,1.3146068,0,.77230769,.31999999,.47076923,4.9446154,43.316921,1.2276924,-.25620943,8.913846,11.406154,.025230769,.42153847,.47692308,947.35382,.70153844,0,.55555558,.44444445,.77777779,7.4444447,41.055557,1.1111112,-.30081508,1.1666666,32.888889,0,0,0,502.22223,1.6666666,4.5620041,.41797802,4.5692329,.56050551,4.5960612,.2361111,4.6178184,.25992063,1377.6705,31,25,1425.1486,32,30,940.22516,49.455383,24.775385,3.7446616,4.8888888,5.2777777,1,0,0
0364-003,10401140,10401140,Rumphi,rural,5,1,MAY,2013,0,13,13,50-100,34,1100,High-altitude Plains,Moderate Constraint,No or Slight Constraint,-10.9995,33.7092,1,4,46.5,0,0,0,0,0,0,1,4500,49,2,2,0,0,1,0,0,1,0,1,1,MW2012C3010417,201305,0,67,13,837.51306,0,.45368323,4.8061066,4.9664202,1,1,1,RUMPHI,6.6177897,0,.25,136.58501,4.9169474,143.59,4.9669619,0364-003,0,-.30081591,3.8394523,1,1,0,0,0,0,0,1,0,0,0,0,1,MW2012C3010417,0,.7037037,.4074074,.55555558,5.4074073,41.777779,1.1481482,-.032350022,5.185185,11.481482,.14814815,.48148149,.7037037,1032.5927,1.074074,2.7327812,.76383764,.37453875,.42250922,5.119926,44.123844,1.2717191,-.1871393,9.6162357,9.5313654,.059040591,.2804428,.32472324,834.92621,.62546128,0,.5714286,.76190478,.90476191,4.6190476,39.047619,1.2380953,.21693984,2.2857144,12,.2857143,.23809524,.80952382,1116.6666,1.7142857,4.5680475,.36564311,4.5824924,.39028731,4.8562016,.43809524,4.8331404,.13605443,837.51306,67,13,594.99268,53,31,918.86896,53.638378,24.123617,3.93312,1.7619047,5.8095236,1,0,0
0379-001,10401502,10401502,Rumphi,rural,7,1,MAY,2013,3,16,15,50-100,57,1060,Mid-altitude Plateaus,Moderate Constraint,No or Slight Constraint,-10.9368,33.9124,0,6,43.5,0,1,0,1,0,0,0,,24,1,2,0,0,1,0,1,0,0,1,0,MW2012C3010409,201305,0,50,22,1106.3555,.14470278,.25,4.2158499,4.2185163,1,1,1,MZUZU,2.1397324,0,0,89.544998,4.4947414,110.305,4.7032495,0379-001,0,-.30081713,3.7727609,0,1,0,0,0,0,0,1,0,0,0,0,1,MW2012C3010409,0,.71428573,.3877551,.59183675,6.0204082,44.102039,1.244898,-.3008157,5.3265305,17.897959,.012244899,.040816326,.53061223,979.7959,.91836733,2.7327812,.76383764,.37453875,.42250922,5.119926,44.123844,1.2717191,-.1871393,9.6162357,9.5313654,.059040591,.2804428,.32472324,834.92621,.62546128,0,.86666667,.26666668,.60000002,6.6666665,43,1.4,-.30081645,5.9333334,14.533334,.040000003,.06666667,.60000002,1090.6666,.73333335,4.5680475,.36564311,4.5824924,.39028731,4.7297549,.06666667,4.557426,.026666667,1106.3555,50,22,887.83154,72,31,918.86896,53.638378,24.123617,3.7440948,.86666667,5.3333335,1,0,0
0420-001,10501505,10501505,Mzimba,rural,2,1,MAY,2013,2,6,30,100-200,41,1240,High-altitude Plains,Severe Constraint,Moderate Constraint,-12.2112,33.3271,0,4,28,0,0,0,0,0,0,0,,64,2,0,1,0,1,0,0,1,0,1,0,MW2012C3010508,201305,0,51,22,1045.0387,.26386309,.2331057,4.6397538,4.7566829,1,1,1,EMBANGWENI,15.967514,1,.75,62.855,4.1408305,85.5,4.4485164,0420-001,0,-.30081591,3.3322046,1,0,1,0,0,0,0,0,1,0,0,1,1,MW2012C3010508,0,.5607143,.52499998,.70357144,5.2785716,45.128571,1.2071428,.11338864,5.0428572,11.314285,.057142857,.86785716,.87857145,1255.8572,1.2928572,2.7327812,.76383764,.37453875,.42250922,5.119926,44.123844,1.2717191,-.1871393,9.6162357,9.5313654,.059040591,.2804428,.32472324,834.92621,.62546128,0,.875,.375,.5,6,56.1875,1.1875,-.30081591,2.0625,5.375,0,.9375,.9375,1240.625,.75,4.5680475,.36564311,4.5824924,.39028731,4.4616251,.671875,4.2254877,.95714283,1045.0387,51,22,920.29565,53,31,918.86896,53.638378,24.123617,3.7857857,1.25,5.3125,1,0,0
0429-001,10501709,10501709,Mzimba,rural,2,1,MAY,2013,11,15,16,100-200,41,1340,Mid-altitude Plateaus,Severe Constraint,Moderate Constraint,-11.9792,33.4992,0,3,30,0,0,0,0,0,0,0,,78,1,0,2,0,1,0,1,0,0,1,0,MW2012C3010508,201305,0,51,22,1045.0387,.26386309,.2331057,4.6397538,4.7566829,1,1,1,MZIMBA,10.799476,0,0,125.59,4.8330226,125.045,4.8286738,0429-001,0,-.30081591,3.4011974,0,0,1,0,0,0,0,0,1,0,0,1,1,MW2012C3010508,0,.5607143,.52499998,.70357144,5.2785716,45.128571,1.2071428,.11338864,5.0428572,11.314285,.057142857,.86785716,.87857145,1255.8572,1.2928572,2.7327812,.76383764,.37453875,.42250922,5.119926,44.123844,1.2717191,-.1871393,9.6162357,9.5313654,.059040591,.2804428,.32472324,834.92621,.62546128,0,.78947371,.31578946,.52631581,5.4210525,48.736843,1.2105263,-.30081606,10.578947,14.315789,0,1,1,1335.7894,.7368421,4.5680475,.36564311,4.5824924,.39028731,4.8295894,0,4.8385811,.16842106,1045.0387,51,22,837.84235,35,31,918.86896,53.638378,24.123617,3.7116849,.2631579,5,1,0,0
